Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","5911","Exportations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","4","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","5170","Résidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","3","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","35.19","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","150","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","DMA","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","11.52","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","511","Population totale","2501","Population","2014","2014","1000 personnes","90424.66","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5301","Disponibilité intérieure","2501","Population","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","511","Population totale","2501","Population","2017","2017","1000 personnes","96442.59","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5301","Disponibilité intérieure","2501","Population","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2014","2014","Kcal/personne/jour","3378","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2014","2014","g/personne/jour","98.62","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3321","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","96.33","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2014","2014","Kcal/personne/jour","308","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2014","2014","g/personne/jour","24.4","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","279","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","24.08","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5511","Production","2734","Viande de Volailles","2014","2014","Milliers de tonnes","1152","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5611","Importations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","85","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5072","Variation de stock","2734","Viande de Volailles","2014","2014","Milliers de tonnes","141","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5911","Exportations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","1","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5301","Disponibilité intérieure","2734","Viande de Volailles","2014","2014","Milliers de tonnes","1095","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5171","Alimentation pour touristes","2734","Viande de Volailles","2014","2014","Milliers de tonnes","3","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5170","Résidus","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5142","Nourriture","2734","Viande de Volailles","2014","2014","Milliers de tonnes","1092","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2014","2014","kg","12.08","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2014","2014","Kcal/personne/jour","47","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2014","2014","g/personne/jour","4.21","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1118","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","110","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-23","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5911","Exportations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1250","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5170","Résidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-1","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","1250","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","12.96","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","50","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","EGY","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","4.51","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","511","Population totale","2501","Population","2014","2014","1000 personnes","6295.13","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5301","Disponibilité intérieure","2501","Population","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","511","Population totale","2501","Population","2017","2017","1000 personnes","6388.13","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5301","Disponibilité intérieure","2501","Population","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2014","2014","Kcal/personne/jour","2585","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2014","2014","g/personne/jour","74.87","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2660","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","74.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2014","2014","Kcal/personne/jour","450","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2014","2014","g/personne/jour","26.69","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","425","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","25.95","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5511","Production","2734","Viande de Volailles","2014","2014","Milliers de tonnes","118","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5611","Importations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","15","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5072","Variation de stock","2734","Viande de Volailles","2014","2014","Milliers de tonnes","5","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5911","Exportations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","4","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5301","Disponibilité intérieure","2734","Viande de Volailles","2014","2014","Milliers de tonnes","124","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5170","Résidus","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5142","Nourriture","2734","Viande de Volailles","2014","2014","Milliers de tonnes","124","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2014","2014","kg","19.67","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2014","2014","Kcal/personne/jour","68","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2014","2014","g/personne/jour","5.95","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","136","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","16","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","20","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5911","Exportations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","2","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","131","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5170","Résidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","131","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","20.43","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","71","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","SLV","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.25","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","511","Population totale","2501","Population","2014","2014","1000 personnes","9214.17","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5301","Disponibilité intérieure","2501","Population","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","511","Population totale","2501","Population","2017","2017","1000 personnes","9487.2","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5301","Disponibilité intérieure","2501","Population","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2014","2014","Kcal/personne/jour","3393","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2014","2014","g/personne/jour","109.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3366","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","107.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2014","2014","Kcal/personne/jour","643","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2014","2014","g/personne/jour","46.05","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","596","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","43.83","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5511","Production","2734","Viande de Volailles","2014","2014","Milliers de tonnes","46","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5611","Importations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","412","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5072","Variation de stock","2734","Viande de Volailles","2014","2014","Milliers de tonnes","26","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5911","Exportations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","35","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5301","Disponibilité intérieure","2734","Viande de Volailles","2014","2014","Milliers de tonnes","398","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5521","Aliments pour animaux","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5170","Résidus","2734","Viande de Volailles","2014","2014","Milliers de tonnes","-3","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5142","Nourriture","2734","Viande de Volailles","2014","2014","Milliers de tonnes","400","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2014","2014","kg","43.43","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2014","2014","Kcal/personne/jour","147","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2014","2014","g/personne/jour","14.99","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","48","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","433","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-26","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5911","Exportations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","94","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","412","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5170","Résidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","412","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","43.47","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","147","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ARE","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","14.8","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","511","Population totale","2501","Population","2014","2014","1000 personnes","15951.84","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5301","Disponibilité intérieure","2501","Population","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","511","Population totale","2501","Population","2017","2017","1000 personnes","16785.36","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5301","Disponibilité intérieure","2501","Population","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2014","2014","Kcal/personne/jour","2603","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2014","2014","g/personne/jour","68.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","2586","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","65.78","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2014","2014","Kcal/personne/jour","586","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2014","2014","g/personne/jour","35.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2017","2017","Kcal/personne/jour","504","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2017","2017","g/personne/jour","29.94","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5511","Production","2734","Viande de Volailles","2014","2014","Milliers de tonnes","344","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5611","Importations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","1","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5072","Variation de stock","2734","Viande de Volailles","2014","2014","Milliers de tonnes","-1","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5911","Exportations - Quantité","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5301","Disponibilité intérieure","2734","Viande de Volailles","2014","2014","Milliers de tonnes","345","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5521","Aliments pour animaux","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5527","Semences","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5123","Pertes","2734","Viande de Volailles","2014","2014","Milliers de tonnes","17","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5131","Traitement","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5154","Autres utilisations (non alimentaire)","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5171","Alimentation pour touristes","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5170","Résidus","2734","Viande de Volailles","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5142","Nourriture","2734","Viande de Volailles","2014","2014","Milliers de tonnes","328","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2014","2014","kg","20.57","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2014","2014","Kcal/personne/jour","88","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2014","2014","g/personne/jour","6.57","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5511","Production","2734","Viande de Volailles","2017","2017","Milliers de tonnes","340","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5611","Importations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5072","Variation de stock","2734","Viande de Volailles","2017","2017","Milliers de tonnes","-1","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5911","Exportations - Quantité","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5301","Disponibilité intérieure","2734","Viande de Volailles","2017","2017","Milliers de tonnes","341","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5123","Pertes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","17","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5171","Alimentation pour touristes","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5170","Résidus","2734","Viande de Volailles","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","5142","Nourriture","2734","Viande de Volailles","2017","2017","Milliers de tonnes","324","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","645","Disponibilité alimentaire en quantité (kg/personne/an)","2734","Viande de Volailles","2017","2017","kg","19.31","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2734","Viande de Volailles","2017","2017","Kcal/personne/jour","83","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ECU","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2734","Viande de Volailles","2017","2017","g/personne/jour","6.15","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","511","Population totale","2501","Population","2014","2014","1000 personnes","46777.93","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","5301","Disponibilité intérieure","2501","Population","2014","2014","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","511","Population totale","2501","Population","2017","2017","1000 personnes","46647.43","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","5301","Disponibilité intérieure","2501","Population","2017","2017","Milliers de tonnes","0","S","Données standardisées"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2014","2014","Kcal/personne/jour","3158","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2014","2014","g/personne/jour","102.6","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2017","2017","Kcal/personne/jour","3270","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","ESP","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2017","2017","g/personne/jour","107.11","Fc","Donnée calculée"
